Company,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,name,mileage_category,km_Driven_category
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Lexus,2019,5150000,20000,Petrol,Dealer,Automatic,"First Owner",22,2487,214.56,202,5,"Lexus ES 300h",High,"Between 10k and 100k"
Mahindra,2019,710000,30000,Diesel,Individual,Manual,"First Owner",16,2523,62.1,195,7,"Mahindra Bolero 2011-2019 SLE",Average,"Between 10k and 100k"
Mahindra,2019,710000,30000,Diesel,Individual,Manual,"First Owner",16,2523,62.1,195,7,"Mahindra Bolero 2011-2019 SLE",Average,"Between 10k and 100k"
Mahindra,2019,670000,53534,Diesel,Individual,Manual,"First Owner",16,2523,62.1,195,7,"Mahindra Bolero 2011-2019 SLE",Average,"Between 10k and 100k"
Mahindra,2019,750000,59872,Diesel,Individual,Manual,"First Owner",16,2523,62.1,195,7,"Mahindra Bolero 2011-2019 SLX",Average,"Between 10k and 100k"
Mahindra,2019,800000,2000,Diesel,Individual,Manual,"First Owner",16,2523,63,180,9,"Mahindra Bolero Power Plus Plus AC BSIV PS",Average,"Less than 10k"
Mahindra,2019,740000,35000,Diesel,Individual,Manual,"First Owner",17,1493,70,195,7,"Mahindra Bolero Power Plus SLE",Average,"Between 10k and 100k"
Mahindra,2019,740000,14000,Diesel,Individual,Manual,"First Owner",17,1493,70,195,7,"Mahindra Bolero Power Plus ZLX",Average,"Between 10k and 100k"
Mahindra,2019,400000,25000,Petrol,Individual,Manual,"First Owner",18,1198,82,115,6,"Mahindra KUV 100 G80 K2",Average,"Between 10k and 100k"
Mahindra,2019,977000,30000,Diesel,Individual,Manual,"First Owner",17,1497,121,300,8,"Mahindra Marazzo M2 8Str BSIV",Average,"Between 10k and 100k"
Mahindra,2019,1000000,17000,Diesel,Dealer,Manual,"First Owner",17,1497,121,300,8,"Mahindra Marazzo M2 8Str BSIV",Average,"Between 10k and 100k"
Mahindra,2019,1075000,23000,Diesel,Dealer,Manual,"First Owner",17,1497,121,300,7,"Mahindra Marazzo M2 BSIV",Average,"Between 10k and 100k"
Mahindra,2019,925000,40000,Diesel,Individual,Manual,"First Owner",17,1497,121,300,7,"Mahindra Marazzo M2 BSIV",Average,"Between 10k and 100k"
Mahindra,2019,1075000,8600,Diesel,Dealer,Manual,"First Owner",17,1497,121,300,7,"Mahindra Marazzo M2 BSIV",Average,"Less than 10k"
Mahindra,2019,1300000,40000,Diesel,Individual,Manual,"First Owner",17,1497,121,300,8,"Mahindra Marazzo M6 8Str",Average,"Between 10k and 100k"
Mahindra,2019,1460000,5000,Diesel,Individual,Manual,"First Owner",17,1497,121,300,7,"Mahindra Marazzo M8",Average,"Less than 10k"
Mahindra,2019,1460000,5000,Diesel,Individual,Manual,"First Owner",17,1497,121,300,7,"Mahindra Marazzo M8",Average,"Less than 10k"
Mahindra,2019,1460000,5000,Diesel,Individual,Manual,"First Owner",17,1497,121,300,7,"Mahindra Marazzo M8",Average,"Less than 10k"
Mahindra,2019,1450000,10000,Diesel,Individual,Manual,"First Owner",17,1497,121,300,7,"Mahindra Marazzo M8",Average,"Between 10k and 100k"
Mahindra,2019,1450000,10000,Diesel,Individual,Manual,"First Owner",17,1497,121,300,7,"Mahindra Marazzo M8",Average,"Between 10k and 100k"
Mahindra,2019,1000000,60000,Diesel,Individual,Manual,"First Owner",16,2179,120,280,7,"Mahindra Scorpio S5 BSIV",Average,"Between 10k and 100k"
Mahindra,2019,1300000,20000,Diesel,Individual,Manual,"First Owner",16,2179,120,280,7,"Mahindra Scorpio S7 120",Average,"Between 10k and 100k"
Mahindra,2019,975000,12584,Diesel,Dealer,Manual,"First Owner",17,2498,105,247,6,"Mahindra Thar CRDe",Average,"Between 10k and 100k"
Mahindra,2019,950000,15000,Diesel,Individual,Manual,"First Owner",17,2498,105,247,6,"Mahindra Thar CRDe",Average,"Between 10k and 100k"
Mahindra,2019,974000,15000,Diesel,Individual,Manual,"First Owner",17,2498,105,247,6,"Mahindra Thar CRDe ABS",Average,"Between 10k and 100k"
Mahindra,2019,890000,13000,Diesel,Dealer,Manual,"First Owner",18,2523,63,182,7,"Mahindra Thar DI 4X4",Average,"Between 10k and 100k"
Mahindra,2019,875000,25000,Diesel,Individual,Manual,"First Owner",18,1493,100,240,7,"Mahindra TUV 300 T6 Plus",Average,"Between 10k and 100k"
Mahindra,2019,950000,17000,Diesel,Individual,Manual,"First Owner",20,1497,115,300,5,"Mahindra XUV300 W6 Diesel BSIV",Average,"Between 10k and 100k"
Mahindra,2019,960000,20000,Petrol,Individual,Manual,"First Owner",17,1197,108.6,200,5,"Mahindra XUV300 W8",Average,"Between 10k and 100k"
Mahindra,2019,1090000,16500,Petrol,Dealer,Manual,"First Owner",17,1197,110,200,5,"Mahindra XUV300 W8 Option BSIV",Average,"Between 10k and 100k"
Mahindra,2019,1000000,22000,Petrol,Individual,Manual,"First Owner",17,1197,110,200,5,"Mahindra XUV300 W8 Option BSIV",Average,"Between 10k and 100k"
Mahindra,2019,1090000,16500,Petrol,Dealer,Manual,"First Owner",17,1197,110,200,5,"Mahindra XUV300 W8 Option BSIV",Average,"Between 10k and 100k"
Mahindra,2019,1132000,20000,Petrol,Individual,Manual,"First Owner",17,1197,110,200,5,"Mahindra XUV300 W8 Option BSIV",Average,"Between 10k and 100k"
Mahindra,2019,1200000,25000,Diesel,Individual,Manual,"First Owner",20,1497,115,300,5,"Mahindra XUV300 W8 Option Diesel BSIV",Average,"Between 10k and 100k"
Mahindra,2019,1200000,15000,Diesel,Individual,Manual,"First Owner",20,1497,115,300,5,"Mahindra XUV300 W8 Option Diesel BSIV",Average,"Between 10k and 100k"
Mahindra,2019,1200000,15000,Diesel,Individual,Manual,"First Owner",20,1497,115,300,5,"Mahindra XUV300 W8 Option Diesel BSIV",Average,"Between 10k and 100k"
Mahindra,2019,1225000,6544,Diesel,Individual,Manual,"First Owner",20,1497,115,300,5,"Mahindra XUV300 W8 Option Dual Tone Diesel BSIV",Average,"Less than 10k"
Mahindra,2019,1800000,10000,Diesel,Individual,Manual,"First Owner",16,2179,140,330,7,"Mahindra XUV500 W10 AWD",Average,"Between 10k and 100k"
Mahindra,2019,1650000,25000,Diesel,Individual,Automatic,"Second Owner",15,2179,152.87,360,7,"Mahindra XUV500 W11 AT BSIV",Average,"Between 10k and 100k"
Mahindra,2019,1550000,28000,Diesel,Individual,Manual,"First Owner",15,2179,152.87,360,7,"Mahindra XUV500 W11 BSIV",Average,"Between 10k and 100k"
Mahindra,2019,1700000,32000,Diesel,Individual,Manual,"First Owner",15,2179,155,360,7,"Mahindra XUV500 W11 Option AWD",Average,"Between 10k and 100k"
Mahindra,2019,1575000,18000,Diesel,Individual,Manual,"First Owner",15,2179,152.87,360,7,"Mahindra XUV500 W9 BSIV",Average,"Between 10k and 100k"
Maruti,2019,330000,10000,CNG,Individual,Manual,"Second Owner",33,796,40.3,60,4,"Maruti Alto 800 CNG LXI Optional",High,"Between 10k and 100k"
Maruti,2019,330000,10000,CNG,Individual,Manual,"Second Owner",33,796,40.3,60,4,"Maruti Alto 800 CNG LXI Optional",High,"Between 10k and 100k"
Maruti,2019,430000,20000,CNG,Individual,Manual,"First Owner",32,998,58.3,78,4,"Maruti Alto K10 LXI CNG",High,"Between 10k and 100k"
Maruti,2019,360000,25000,Petrol,Individual,Manual,"First Owner",24,998,67.05,90,5,"Maruti Alto K10 VXI",High,"Between 10k and 100k"
Maruti,2019,360000,27000,Petrol,Individual,Manual,"First Owner",24,998,67.05,90,5,"Maruti Alto K10 VXI",High,"Between 10k and 100k"
Maruti,2019,350000,15000,Petrol,Individual,Manual,"First Owner",24,998,67.05,90,5,"Maruti Alto K10 VXI",High,"Between 10k and 100k"
Maruti,2019,380000,14000,Petrol,Individual,Automatic,"First Owner",24,998,67.05,90,5,"Maruti Alto K10 VXI AGS",High,"Between 10k and 100k"
Maruti,2019,366000,15000,Petrol,Individual,Manual,"First Owner",24,998,67.1,90,5,"Maruti Alto K10 VXI Airbag",High,"Between 10k and 100k"
Maruti,2019,366000,15000,Petrol,Individual,Manual,"First Owner",24,998,67.1,90,5,"Maruti Alto K10 VXI Airbag",High,"Between 10k and 100k"
Maruti,2019,399000,10000,Petrol,Individual,Manual,"First Owner",24,998,67.05,90,5,"Maruti Alto K10 VXI Optional",High,"Between 10k and 100k"
Maruti,2019,760000,3000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Baleno Alpha",High,"Less than 10k"
Maruti,2019,711000,5000,Petrol,Individual,Manual,"First Owner",21,1197,83.1,115,5,"Maruti Baleno Alpha 1.2",High,"Less than 10k"
Maruti,2019,650000,30000,Petrol,Individual,Manual,"First Owner",21,1197,83.1,115,5,"Maruti Baleno Delta 1.2",High,"Between 10k and 100k"
Maruti,2019,579000,10000,Petrol,Individual,Manual,"First Owner",21,1197,83.1,115,5,"Maruti Baleno Delta 1.2",High,"Between 10k and 100k"
Maruti,2019,685000,19000,Petrol,Individual,Automatic,"First Owner",21,1197,83.1,115,5,"Maruti Baleno Delta Automatic",High,"Between 10k and 100k"
Maruti,2019,600000,20000,Petrol,Individual,Automatic,"First Owner",21,1197,83.1,115,5,"Maruti Baleno Delta Automatic",High,"Between 10k and 100k"
Maruti,2019,780000,7200,Petrol,Individual,Manual,"First Owner",21,998,100.5,150,5,"Maruti Baleno RS 1.0 Petrol",High,"Less than 10k"
Maruti,2019,556000,10000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Baleno Sigma",High,"Between 10k and 100k"
Maruti,2019,500000,10000,Petrol,Individual,Manual,"First Owner",21,1197,83.1,115,5,"Maruti Baleno Sigma 1.2",High,"Between 10k and 100k"
Maruti,2019,675000,16500,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Baleno Zeta",High,"Between 10k and 100k"
Maruti,2019,675000,5000,Petrol,Individual,Automatic,"First Owner",21,1197,83.1,115,5,"Maruti Baleno Zeta Automatic",High,"Less than 10k"
Maruti,2019,660000,10000,Petrol,Individual,Automatic,"First Owner",21,1197,83.1,115,5,"Maruti Baleno Zeta Automatic",High,"Between 10k and 100k"
Maruti,2019,484999,4875,Petrol,Dealer,Manual,"First Owner",22,998,67.04,90,5,"Maruti Celerio VXI",High,"Less than 10k"
Maruti,2019,470000,9000,Petrol,Dealer,Automatic,"First Owner",22,998,67.04,90,5,"Maruti Celerio VXi AMT",High,"Less than 10k"
Maruti,2019,500000,11000,Petrol,Individual,Manual,"First Owner",22,998,67,90,5,"Maruti Celerio X ZXI BSIV",High,"Between 10k and 100k"
Maruti,2019,480000,7600,Petrol,Individual,Manual,"First Owner",22,998,67,90,5,"Maruti Celerio X ZXI BSIV",High,"Less than 10k"
Maruti,2019,490000,7000,Petrol,Individual,Manual,"First Owner",22,998,67,90,5,"Maruti Celerio X ZXI BSIV",High,"Less than 10k"
Maruti,2019,1025000,32000,Diesel,Individual,Manual,"First Owner",28,1248,88.5,200,5,"Maruti Ciaz Alpha Diesel",High,"Between 10k and 100k"
Maruti,2019,1025000,32000,Diesel,Individual,Manual,"First Owner",28,1248,88.5,200,5,"Maruti Ciaz Alpha Diesel",High,"Between 10k and 100k"
Maruti,2019,1025000,15000,Petrol,Dealer,Automatic,"First Owner",20,1462,103.25,138,5,"Maruti Ciaz Delta Automatic BSIV",Average,"Between 10k and 100k"
Maruti,2019,409999,10000,Petrol,Individual,Manual,"First Owner",15,1196,73,101,5,"Maruti Eeco 5 Seater AC BSIV",Average,"Between 10k and 100k"
Maruti,2019,420000,10000,Petrol,Individual,Manual,"First Owner",15,1196,73,101,5,"Maruti Eeco 5 Seater AC BSIV",Average,"Between 10k and 100k"
Maruti,2019,400000,15000,Petrol,Individual,Manual,"First Owner",15,1196,73,101,5,"Maruti Eeco 5 Seater AC BSIV",Average,"Between 10k and 100k"
Maruti,2019,395000,5000,Petrol,Individual,Manual,"First Owner",15,1196,73,101,7,"Maruti Eeco 7 Seater Standard BSIV",Average,"Less than 10k"
Maruti,2019,359000,5500,Petrol,Individual,Manual,"First Owner",15,1196,73,101,7,"Maruti Eeco 7 Seater Standard BSIV",Average,"Less than 10k"
Maruti,2019,450000,10000,CNG,Individual,Manual,"First Owner",22,1196,61.7,85,5,"Maruti Eeco CNG 5 Seater AC BSIV",High,"Between 10k and 100k"
Maruti,2019,450000,60000,CNG,Individual,Manual,"First Owner",22,1196,61.7,85,5,"Maruti Eeco CNG 5 Seater AC BSIV",High,"Between 10k and 100k"
Maruti,2019,362000,120000,CNG,Individual,Manual,"Second Owner",22,1196,61.7,85,5,"Maruti Eeco CNG 5 Seater AC BSIV",High,"Between 10k and 100k"
Maruti,2019,925000,50000,Diesel,Dealer,Manual,"First Owner",25,1248,88.5,200,7,"Maruti Ertiga SHVS VDI",High,"Between 10k and 100k"
Maruti,2019,1050000,20000,Diesel,Individual,Manual,"First Owner",25,1248,88.5,200,7,"Maruti Ertiga ZDI Plus",High,"Between 10k and 100k"
Maruti,2019,1200000,14000,Diesel,Individual,Manual,"First Owner",25,1248,88.5,200,7,"Maruti Ertiga ZDI Plus",High,"Between 10k and 100k"
Maruti,2019,750000,9900,Petrol,Individual,Manual,"First Owner",12,1298,80,103,8,"Maruti Gypsy King Soft Top MPI BSIV",Average,"Less than 10k"
Maruti,2019,525000,20000,Petrol,Individual,Automatic,"First Owner",21,1197,81.8,113,5,"Maruti Ignis 1.2 AMT Delta BSIV",High,"Between 10k and 100k"
Maruti,2019,525000,20000,Petrol,Individual,Automatic,"First Owner",21,1197,81.8,113,5,"Maruti Ignis 1.2 AMT Delta BSIV",High,"Between 10k and 100k"
Maruti,2019,570000,19000,Petrol,Individual,Automatic,"Second Owner",21,1197,81.8,113,5,"Maruti Ignis 1.2 AMT Zeta BSIV",High,"Between 10k and 100k"
Maruti,2019,570000,19000,Petrol,Individual,Automatic,"Second Owner",21,1197,81.8,113,5,"Maruti Ignis 1.2 AMT Zeta BSIV",High,"Between 10k and 100k"
Maruti,2019,500000,15000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Ignis 1.2 Delta BSIV",High,"Between 10k and 100k"
Maruti,2019,500000,10000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Ignis 1.2 Delta BSIV",High,"Between 10k and 100k"
Maruti,2019,500000,10000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Ignis 1.2 Delta BSIV",High,"Between 10k and 100k"
Maruti,2019,577000,3000,Petrol,Individual,Manual,"First Owner",21,1197,81.8,113,5,"Maruti Ignis 1.2 Zeta BSIV",High,"Less than 10k"
Maruti,2019,900000,60000,Diesel,Individual,Manual,"First Owner",25,1248,88.5,200,5,"Maruti S-Cross 2017-2020 Delta DDiS 200 SH",High,"Between 10k and 100k"
Maruti,2019,930000,15000,Diesel,Individual,Manual,"First Owner",25,1248,88.5,200,5,"Maruti S-Cross 2017-2020 Zeta DDiS 200 SH",High,"Between 10k and 100k"
Maruti,2019,475000,5000,Petrol,Individual,Automatic,"First Owner",22,998,67,90,5,"Maruti S-Presso VXI AT",High,"Less than 10k"
Maruti,2019,475000,5000,Petrol,Individual,Automatic,"First Owner",22,998,67,90,5,"Maruti S-Presso VXI AT",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,650000,5621,Petrol,"Trustmark Dealer",Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT VVT VXI",High,"Less than 10k"
Maruti,2019,610000,10000,Petrol,Individual,Automatic,"First Owner",21,1197,81.8,113,5,"Maruti Swift AMT VXI",High,"Between 10k and 100k"
Maruti,2019,600000,7500,Petrol,Individual,Automatic,"First Owner",21,1197,81.8,113,5,"Maruti Swift AMT VXI",High,"Less than 10k"
Maruti,2019,740000,38000,Diesel,Individual,Automatic,"First Owner",28,1248,74,190,5,"Maruti Swift AMT ZDI",High,"Between 10k and 100k"
Maruti,2019,650000,33000,Petrol,Individual,Automatic,"First Owner",21,1197,81.8,113,5,"Maruti Swift AMT ZXI",High,"Between 10k and 100k"
Maruti,2019,700000,20000,Petrol,Individual,Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT ZXI Plus BSIV",High,"Between 10k and 100k"
Maruti,2019,650000,15000,Petrol,Individual,Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift AMT ZXI Plus BSIV",High,"Between 10k and 100k"
Maruti,2019,825000,7673,Diesel,Individual,Automatic,"First Owner",28,1248,74.02,190,5,"Maruti Swift Dzire AMT VDI",High,"Less than 10k"
Maruti,2019,600000,10000,Petrol,Individual,Automatic,"First Owner",21,1197,81.8,113,5,"Maruti Swift Dzire AMT VXI",High,"Between 10k and 100k"
Maruti,2019,650000,10000,Petrol,Individual,Automatic,"First Owner",21,1197,81.8,113,5,"Maruti Swift Dzire AMT VXI",High,"Between 10k and 100k"
Maruti,2019,600000,10000,Petrol,Individual,Automatic,"First Owner",21,1197,81.8,113,5,"Maruti Swift Dzire AMT VXI",High,"Between 10k and 100k"
Maruti,2019,700000,45000,Petrol,Individual,Automatic,"First Owner",22,1197,81.8,113,5,"Maruti Swift Dzire AMT VXI BS IV",High,"Between 10k and 100k"
Maruti,2019,750000,6500,Petrol,Individual,Automatic,"First Owner",21,1197,81.8,113,5,"Maruti Swift Dzire AMT ZXI Plus",High,"Less than 10k"
Maruti,2019,750000,6500,Petrol,Individual,Automatic,"First Owner",21,1197,81.8,113,5,"Maruti Swift Dzire AMT ZXI Plus",High,"Less than 10k"
Maruti,2019,558000,70000,Diesel,Individual,Manual,"First Owner",28,1248,74.02,190,5,"Maruti Swift Dzire LDI",High,"Between 10k and 100k"
Maruti,2019,700000,30000,Diesel,Individual,Manual,"First Owner",28,1248,74.02,190,5,"Maruti Swift Dzire VDI",High,"Between 10k and 100k"
Maruti,2019,757000,25000,Diesel,Individual,Manual,"First Owner",28,1248,74.02,190,5,"Maruti Swift Dzire VDI",High,"Between 10k and 100k"
Maruti,2019,750000,24000,Diesel,Individual,Manual,"First Owner",28,1248,74.02,190,5,"Maruti Swift Dzire VDI",High,"Between 10k and 100k"
Maruti,2019,694000,35000,Diesel,Individual,Manual,"First Owner",28,1248,74.02,190,5,"Maruti Swift Dzire VDI",High,"Between 10k and 100k"
